0.53767,0.84021,5.6737,-5.4238,-4.4077,-2.6473,2.1507,8.906,27.449
1.8339,2.797,4.3309,5.0657,-2.5984,1.1977,7.3355,3.5076,7.9316
-2.2588,1.3674,4.5997,5.5087,-2.8197,5.3122,-9.0354,-13.279,-26.854
0.86217,1.5816,4.3282,3.4153,-5.7174,2.2327,3.4487,15.679,12.633
0.31877,1.2259,5.5756,3.789,-5.2599,2.1986,1.2751,-5.9664,-4.8273
-1.3077,1.8799,4.2219,0.36029,-3.5325,0.21113,-5.2308,-6.7857,-8.0342
-0.43359,1.2033,3.9364,6.6153,-4.7593,0.41431,-1.7344,-14.036,-23.594
0.34262,6.5747,5.553,-1.2497,-2.7273,0.58772,1.3705,-0.89632,12.029
3.5784,-1.3333,4.5766,-0.98192,-6.3735,-10.196,14.314,-0.82712,22.158
2.7694,-2.7086,5.3616,6.6267,-4.0566,2.5731,11.078,-3.0272,5.1475
-1.3499,-1.2814,4.6481,11.433,-4.4233,4.961,-5.3995,-8.1959,-31.501
3.0349,-1.1867,5.2695,1.068,-2.2163,-4.1905,12.14,-16.406,8.4083
0.7254,0.13278,2.4356,0.47461,-7.691,-5.0879,2.9016,30.325,24.183
-0.063055,0.66306,5.4659,5.0404,-4.9985,3.484,-0.25222,15.208,7.9544
0.71474,0.56293,6.8536,8.3618,-4.893,-5.0301,2.859,-3.3899,-7.0036
-0.20497,2.0827,6.0393,7.8399,-9.6838,-5.7176,-0.81986,-0.94879,-14.906
-0.12414,1.7785,5.9109,4.3507,-2.5038,4.1559,-0.49658,3.789,3.2549
1.4897,2.5025,4.7603,-0.17203,0.61846,-1.6171,5.9588,0.078626,17.912
1.409,4.5565,5.181,6.1488,-5.4644,5.9796,5.6361,-5.5036,-4.8499
1.4172,3.4461,5.2442,2.6038,-4.4259,-4.1691,5.6688,9.5403,15.307
0.6715,-1.5665,5.0964,9.8847,-5.9292,-1.4574,2.686,-11.183,-21.112
-1.2075,-3.6579,4.1695,-4.0411,-4.2314,1.9668,-4.8299,19.772,22.041
0.71724,2.8039,4.6477,3.7062,-5.7597,3.1974,2.869,-17.432,-14.385
1.6302,-2.6713,4.8252,9.4486,-5.2036,2.8705,6.5209,-3.0333,-8.7114
0.48889,1.1335,4.5193,0.52532,-1.7637,1.7658,1.9556,8.9259,15.738
1.0347,1.071,5.8368,-0.12412,-6.6945,0.08078,4.1388,1.3792,11.418
0.72689,5.4543,7.5383,-1.6682,-6.1518,-1.3169,2.9075,-14.831,4.1871
-0.30344,0.86157,3.6767,1.6064,-5.1518,2.9219,-1.2138,9.4184,5.1695
0.29387,-0.014646,5.1283,1.9974,-5.2649,-0.54733,1.1755,1.8324,4.162
-0.78728,1.4716,3.5576,3.6837,-2.1214,2.6865,-3.1491,-7.9467,-12.884
0.8884,1.4916,6.3025,-1.4167,-0.93747,5.3508,3.5536,4.2371,22.305
-1.1471,1.1401,6.4099,3.4127,-6.9564,-7.9973,-4.5883,7.7616,-0.35703
-1.0689,-0.21716,3.3375,-0.019374,-6.282,8.2179,-4.2755,22.044,12.464
-0.8095,-1.4452,6.9437,1.1564,-3.959,-1.5282,-3.238,-0.73783,3.3632
-2.9443,1.633,3.9153,-1.1909,-5.7614,6.2658,-11.777,-2.7421,-12.418
1.4384,-1.6857,5.2268,1.5876,-1.0143,7.2064,5.7535,-4.8481,9.4685
0.32519,-1.0644,6.0989,20.849,-1.7283,-4.8756,1.3008,-19.07,-44.653
-0.75493,3.6624,5.1472,20.038,-3.882,1.7078,-3.0197,5.4138,-33.031
1.3703,0.16219,7.2957,8.7346,-3.8727,14.865,5.4812,-20.344,-16.153
-1.7115,0.71936,7.7526,6.9363,-5.6768,0.14149,-6.8461,-2.4984,-14.737
-0.10224,2.7996,5.1383,-3.3907,-3.4727,2.9451,-0.40897,-2.5503,10.681
-0.24145,0.39978,3.0929,0.077034,-2.7451,2.3235,-0.96579,8.6514,8.8079
0.31921,3.0587,4.635,-0.097028,-4.7169,6.0716,1.2768,-27.512,-15.795
0.31286,0.30987,4.1519,5.6765,-1.1437,5.3621,1.2514,9.3807,4.9664
-0.86488,3.0256,4.2352,5.4149,-3.6587,-2.7858,-3.4595,-4.9925,-14.214
-0.030051,2.2587,3.8723,3.5424,-5.2202,-0.754,-0.12021,-12.73,-15.052
-0.16488,0.57397,5.0782,1.2986,-4.2581,2.3729,-0.65952,0.11282,2.7326
0.62771,-0.73139,7.1066,-1.6292,-2.8068,0.76639,2.5108,2.5335,19.964
1.0933,-1.0862,4.2842,3.0266,-5.7963,11.14,4.3731,-4.042,-1.0736
1.1093,0.45986,4.7195,8.6957,-5.1709,2.7546,4.4371,-14.494,-19.363
-0.86365,0.12372,6.1665,5.1368,-0.25343,2.7501,-3.4546,12.264,7.4774
0.077359,0.18265,6.2128,3.9052,-5.9478,-2.3507,0.30944,2.1734,0.76707
-1.2141,2.9671,5.4855,6.2874,-3.1073,-4.23,-4.8565,-6.8688,-16.479
-1.1135,0.40461,6.026,5.9212,-3.3637,4.1766,-4.454,12.364,1.2198
-0.0068493,3.2874,5.8707,-5.0823,-1.8221,0.21094,-0.027397,3.8717,23.252
1.5326,-0.06324,4.6182,3.0939,-3.948,3.5966,6.1305,-12.475,-3.5085
-0.76967,2.9451,5.4289,0.8702,-9.9304,-2.3259,-3.0787,6.4105,0.84035
0.37138,-0.044501,4.7009,-7.1701,-6.7051,4.5838,1.4855,-17.755,4.2604
-0.22558,1.3532,4.1001,-3.6428,-3.9765,-6.2539,-0.90234,-10.378,1.7516
